Data,Razão Social,CNPJ,Região,Estado,Município,Capacidade Produção Etanol Anidro (m³/d),Capacidade Produção Etanol Hidratado (m³/d)
01/04/2021,TGM INDUSTRIA E COMERCIO DE ALCOOL E AGUARDENTE LTDA,47233416000113,SUDESTE,São Paulo,CERQUEIRA CESAR,0,300
01/04/2021,J PILON SA ACUCAR E ALCOOL,47254396000167,SUDESTE,São Paulo,CERQUILHO,160,580
01/04/2021,USINA SANTA ISABEL S/A,47524632000118,SUDESTE,São Paulo,NOVO HORIZONTE,700,700
01/04/2021,USINA SANTA ISABEL S/A,47524632000894,SUDESTE,São Paulo,MENDONCA,0,600
01/04/2021,SONORA ESTANCIA S/A,47902283000120,CENTRO OESTE,Mato Grosso do Sul,SONORA,300,400
01/04/2021,USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL,48295562001108,SUDESTE,São Paulo,PRESIDENTE PRUDENTE,300,350
01/04/2021,USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL,48295562001450,SUL,Paraná,COLORADO,600,700
01/04/2021,USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL,48295562001884,SUL,Paraná,SANTO INACIO,700,700
01/04/2021,USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL,48295562001965,SUL,Paraná,FLORESTOPOLIS,0,600
01/04/2021,NARDINI AGROINDUSTRIAL LTDA,48708267046156,SUDESTE,São Paulo,VISTA ALEGRE DO ALTO,650,1050
01/04/2021,INDUSTRIA E COMERCIO DE BEBIDAS SEIS LAGOAS LTDA,49049638000106,SUDESTE,São Paulo,BROTAS,0,180
01/04/2021,RAÍZEN CENTRO-SUL PAULISTA S.A.,49213747000117,SUDESTE,São Paulo,MORRO AGUDO,600,1200
01/04/2021,RAÍZEN CENTRO-SUL PAULISTA S.A.,49213747011585,SUDESTE,São Paulo,MORRO AGUDO,350,700
01/04/2021,RAÍZEN CENTRO-SUL PAULISTA S.A.,49213747011828,SUDESTE,São Paulo,SERTAOZINHO,500,1150
01/04/2021,RAÍZEN CENTRO-SUL PAULISTA S.A.,49213747012980,SUDESTE,São Paulo,COLOMBIA,0,550
01/04/2021,NOVA PLATINA BIOENERGIA LTDA,49381734000157,SUDESTE,São Paulo,PLATINA,60,170
01/04/2021,LONDRA ACUCAR E ALCOOL LTDA EM RECUPERACAO JUDICIAL,49605157000210,SUDESTE,São Paulo,ITAI,380,410
01/04/2021,VIRGOLINO DE OLIVEIRA S/A - ACUCAR E ALCOOL EM RECUPERACAO JUDICIAL,49911589000179,SUDESTE,São Paulo,ARIRANHA,560,1310
01/04/2021,VIRGOLINO DE OLIVEIRA S/A - ACUCAR E ALCOOL EM RECUPERACAO JUDICIAL,49911589000411,SUDESTE,São Paulo,ITAPIRA,400,440
01/04/2021,MOEMA BIOENERGIA S.A,49972326000170,SUDESTE,São Paulo,ORINDIUVA,500,1100
01/04/2021,MOEMA BIOENERGIA S.A,49972326003861,CENTRO OESTE,Mato Grosso do Sul,PONTA PORA,0,640
01/04/2021,MALOSSO BIOENERGIA S.A,49976251000103,SUDESTE,São Paulo,ITAPOLIS,120,400
01/04/2021,DESTILARIA AGUA BONITA LTDA,50227255000160,SUDESTE,São Paulo,TARUMA,0,350
01/04/2021,USINA SANTA ADELIA S A,50376938000189,SUDESTE,São Paulo,JABOTICABAL,680,700
01/04/2021,USINA SANTA ADELIA S A,50376938000936,SUDESTE,São Paulo,PEREIRA BARRETO,1250,1450
01/04/2021,PIONEIROS BIOENERGIA S/A,51096477000153,SUDESTE,São Paulo,SUD MENNUCCI,300,600
01/04/2021,SAO MARTINHO S/A,51466860000156,SUDESTE,São Paulo,PRADOPOLIS,1700,2190
01/04/2021,SAO MARTINHO S/A,51466860002957,SUDESTE,São Paulo,IRACEMAPOLIS,850,1100
01/04/2021,SAO MARTINHO S/A,51466860005034,SUDESTE,São Paulo,AMERICO BRASILIENSE,750,1100
01/04/2021,SAO MARTINHO S/A,51466860006278,CENTRO OESTE,Goiás,QUIRINOPOLIS,1184,3120
01/04/2021,TIETE AGROINDUSTRIAL S.A.,51843514000140,SUDESTE,São Paulo,PARAISO,330,535
01/04/2021,TIETE AGROINDUSTRIAL S.A.,51843514009600,SUDESTE,São Paulo,UBARANA,600,650
01/04/2021,ACUCAR E ALCOOL OSWALDO RIBEIRO DE MENDONCA LTDA,51990778000126,SUDESTE,São Paulo,GUAIRA,720,1750
01/04/2021,RAIZEN PARAGUACU LTDA,52189420000161,SUDESTE,São Paulo,PARAGUACU PAULISTA,580,480
01/04/2021,RAIZEN PARAGUACU LTDA,52189420000919,SUDESTE,São Paulo,TARUMA,760,1040
01/04/2021,RAIZEN PARAGUACU LTDA,52189420001052,SUDESTE,São Paulo,MARACAI,690,635
01/04/2021,USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL,53009825000133,SUDESTE,São Paulo,SAO JOAQUIM DA BARRA,1100,1700
01/04/2021,USINA SAO JOSE DA ESTIVA SA ACUCAR E ALCOOL,53172300000114,SUDESTE,São Paulo,NOVO HORIZONTE,1000,1140
01/04/2021,USINA SAO LUIZ S A,53408860000125,SUDESTE,São Paulo,OURINHOS,0,1100
01/04/2021,DESTILARIA TIROLLI LTDA,53800207000107,SUDESTE,São Paulo,PALMITAL,0,350
01/04/2021,VIRALCOOL - ACUCAR E ALCOOL LTDA.,53811006000105,SUDESTE,São Paulo,PITANGUEIRAS,600,625
01/04/2021,VIRALCOOL - ACUCAR E ALCOOL LTDA.,53811006000296,SUDESTE,São Paulo,CASTILHO,300,600
01/04/2021,INDUSTRIA E COMERCIO IRACEMA LTDA,53906384000172,SUDESTE,São Paulo,ITAI,323,500
01/04/2021,USINA BATATAIS S/A ACUCAR E ALCOOL,54470679000101,SUDESTE,São Paulo,BATATAIS,600,1000
01/04/2021,BALDIN BIOENERGIA S.A. - EM RECUPERACAO JUDICIAL,54844360000107,SUDESTE,São Paulo,PIRASSUNUNGA,180,180
01/04/2021,FERRARI AGROINDUSTRIA S/A,54846951000105,SUDESTE,São Paulo,PIRASSUNUNGA,350,800
01/04/2021,CAFEALCOOL AGROINDUSTRIAL LTDA. - EM RECUPERACAO JUDICIAL,55090971000161,SUDESTE,São Paulo,CAFELANDIA,0,474
01/04/2021,USINA CAROLO S/A. AÇÚCAR E ÁLCOOL,55109474000168,SUDESTE,São Paulo,PONTAL,240,380
01/04/2021,USINA BAZAN SA,55109565000101,SUDESTE,São Paulo,PONTAL,1000,900
01/04/2021,USINA GRANELLI LTDA,56624174000180,SUDESTE,São Paulo,CHARQUEADA,0,48
01/04/2021,USINA ACUCAREIRA FURLAN SOCIEDADE ANONIMA,56723257000207,SUDESTE,São Paulo,AVARE,0,600
01/04/2021,COMANCHE BIOCOMBUSTIVEIS DE SANTA ANITA LTDA.,59243733000108,SUDESTE,São Paulo,TATUI,117,120
01/04/2021,USINA ACUCAREIRA S. MANOEL S/A.,60329174000124,SUDESTE,São Paulo,SAO MANUEL,750,1200
01/04/2021,ACUCAREIRA QUATA S/A,60855574000335,SUDESTE,São Paulo,MACATUBA,750,1100
01/04/2021,ACUCAREIRA QUATA S/A,60855574000416,SUDESTE,São Paulo,LENCOIS PAULISTA,700,1100
01/04/2021,ACUCAREIRA QUATA S/A,60855574001307,SUDESTE,São Paulo,QUATA,700,1020
01/04/2021,USINA ACUCAREIRA ESTER S A,60892098000160,SUDESTE,São Paulo,COSMOPOLIS,0,450
01/04/2021,COMPANHIA MELHORAMENTOS NORTE DO PARANA,61082962000393,SUL,Paraná,JUSSARA,1320,1400
01/04/2021,COMPANHIA MELHORAMENTOS NORTE DO PARANA,61082962000474,SUL,Paraná,NOVA LONDRINA,120,710
01/04/2021,COMPANHIA AGRICOLA USINA JACAREZINHO,61231478000206,SUL,Paraná,JACAREZINHO,500,800
01/04/2021,VITERRA BIOENERGIA S.A.,68316801000102,SUDESTE,São Paulo,JUNQUEIROPOLIS,500,490
01/04/2021,VITERRA BIOENERGIA S.A.,68316801002571,SUDESTE,São Paulo,GUARARAPES,350,350
01/04/2021,ALTERNATIVA AGRO INDUSTRIAL LTDA,70242813000254,NORDESTE,Maranhão,TUNTUM,0,72
01/04/2021,PEDRA AGROINDUSTRIAL S/A,71304687000105,SUDESTE,São Paulo,SERRANA,740,1200
01/04/2021,PEDRA AGROINDUSTRIAL S/A,71304687001845,SUDESTE,São Paulo,BURITIZAL,1200,1700
01/04/2021,PEDRA AGROINDUSTRIAL S/A,71304687002817,SUDESTE,São Paulo,NOVA INDEPENDENCIA,1300,2000
01/04/2021,IRMAOS TONIELLO LTDA,71321566000163,SUDESTE,São Paulo,SERTAOZINHO,0,390
01/04/2021,DELOS - DESTILARIA LOPES DA SILVA LTDA,71322523000100,SUDESTE,São Paulo,SERTAOZINHO,0,200
01/04/2021,USINA SANTO ANTONIO S/A,71324784000151,SUDESTE,São Paulo,SERTAOZINHO,680,710
01/04/2021,USINA SAO FRANCISCO S/A,71324792000440,SUDESTE,São Paulo,BARRINHA,0,400
01/04/2021,ZAMBIANCO - ACUCAR E ALCOOL LTDA.,72455876000133,SUDESTE,São Paulo,TIETE,0,120
01/04/2021,CERVEJARIA PETROPOLIS S/A,73410326001051,SUL,Paraná,ARAUCARIA,0,10
01/04/2021,COOPERVAL COOPERATIVA AGROINDUSTRIAL VALE DO IVAI LTDA,75084871000130,SUL,Paraná,JANDAIA DO SUL,200,400
01/04/2021,RENUKA VALE DO IVAI S.A. - EM RECUPERACAO JUDICIAL,75177857000180,SUL,Paraná,SAO PEDRO DO IVAI,300,450
01/04/2021,DACALDA ACUCAR E ALCOOL LTDA,75444430000100,SUL,Paraná,JACAREZINHO,170,420
01/04/2021,ACUCAR E ALCOOL BANDEIRANTES S.A.,75619056000128,SUL,Paraná,BANDEIRANTES,300,780
01/04/2021,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355000286,SUL,Paraná,PARANACITY,0,550
01/04/2021,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355000367,SUL,Paraná,TAPEJARA,600,420
01/04/2021,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355000448,SUL,Paraná,IVATE,190,300
01/04/2021,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355000529,SUL,Paraná,MARINGA,120,300
01/04/2021,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355000871,SUL,Paraná,TERRA RICA,300,350
01/04/2021,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355001096,SUL,Paraná,RONDON,0,400
01/04/2021,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355001177,SUL,Paraná,CIDADE GAUCHA,0,300
01/04/2021,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355001258,SUL,Paraná,SAO TOME,0,550
01/04/2021,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355001410,SUL,Paraná,MOREIRA SALES,0,200
01/04/2021,USINA DE ACUCAR SANTA TEREZINHA LTDA EM RECUPERACAO JUDICIAL,75717355001509,SUL,Paraná,UMUARAMA,0,350
01/04/2021,COOPERATIVA AGRICOLA REGIONAL DE PRODUTORES DE CANA LTD,78340270000210,SUL,Paraná,SAO CARLOS DO IVAI,900,1200
01/03/2021,DESTILARIA DE ÁLCOOL LIBRA LTDA - EM RECUPERAÇÃO JUDICIAL,00297598000122,CENTRO OESTE,Mato Grosso,SAO JOSE DO RIO CLARO,600,600
01/03/2021,CENTRAL ENERGETICA VALE DO SAPUCAI LTDA,00372496000124,SUDESTE,São Paulo,PATROCINIO PAULISTA,517,550
01/03/2021,DENUSA DESTILARIA NOVA UNIAO S/A - EM RECUPERACAO JUDICIAL,00595322000120,CENTRO OESTE,Goiás,JANDAIA,450,650
01/03/2021,SANTA CRUZ ACUCAR E ALCOOL LTDA,00738822000255,NORDESTE,Bahia,SANTA CRUZ CABRALIA,200,240
01/03/2021,WD AGROINDUSTRIAL LTDA,01105558000102,SUDESTE,Minas Gerais,JOAO PINHEIRO,220,450
01/03/2021,USINA RIO VERDE LTDA EM RECUPERACAO JUDICIAL,02043917000107,CENTRO OESTE,Goiás,RIO VERDE,120,330
01/03/2021,T.G. AGRO INDUSTRIAL LTDA.,02126558000143,NORDESTE,Maranhão,ALDEIAS ALTAS,200,420
01/03/2021,ENERGETICA SAO SIMAO S/A EM RECUPERACAO JUDICIAL,02348861000190,CENTRO OESTE,Goiás,SAO SIMAO,0,400
01/03/2021,VALE VERDE EMPREENDIMENTOS AGRICOLAS LTDA EM RECUPERACAO JUDICIAL,02414858000390,NORDESTE,Rio Grande do Norte,BAIA FORMOSA,360,460
01/03/2021,VALE VERDE EMPREENDIMENTOS AGRICOLAS LTDA EM RECUPERACAO JUDICIAL,02414858000470,CENTRO OESTE,Goiás,ITAPACI,500,980
01/03/2021,VALE VERDE EMPREENDIMENTOS AGRICOLAS LTDA EM RECUPERACAO JUDICIAL,02414858000632,CENTRO OESTE,Goiás,ITAPURANGA,180,350
01/03/2021,USINA GOIANESIA S/A,02460988000105,CENTRO OESTE,Goiás,GOIANESIA,130,200
01/03/2021,JALLES MACHADO S.A.,02635522000195,CENTRO OESTE,Goiás,GOIANESIA,400,600
01/03/2021,JALLES MACHADO S.A.,02635522004930,CENTRO OESTE,Goiás,GOIANESIA,0,900
01/03/2021,USINA SANTA HELENA DE ACUCAR E ALCOOL S/A - EM RECUPERACAO JUDICIAL,02673754000219,CENTRO OESTE,Goiás,SANTA HELENA DE GOIAS,280,340
01/03/2021,LASA LAGO AZUL SA,02678100000105,CENTRO OESTE,Goiás,IPAMERI,0,350
01/03/2021,GOIASA GOIATUBA ALCOOL LTDA,02773950000184,CENTRO OESTE,Goiás,GOIATUBA,300,800
01/03/2021,ANICUNS S A ALCOOL E DERIVADOS EM RECUPERACAO JUDICIAL,02783009000141,CENTRO OESTE,Goiás,ANICUNS,150,450
01/03/2021,VALE DO VERDAO SOCIEDADE ANONIMA ACUCAR E ALCOOL,02859452000230,CENTRO OESTE,Goiás,TURVELANDIA,850,1280
01/03/2021,CENTROALCOOL S/A (EM RECUPERACAO JUDICIAL),02896264000109,CENTRO OESTE,Goiás,INHUMAS,150,500
01/03/2021,JUNCO NOVO LTDA,02963399000131,NORDESTE,Sergipe,CAPELA,0,68
01/03/2021,COOPERATIVA AGROINDUSTRIAL NOVA PRODUTIVA,03345641000338,SUL,Paraná,ASTORGA,300,600
01/03/2021,RUBIATABA INDUSTRIAL S/A,03347747000109,CENTRO OESTE,Goiás,RUBIATABA,260,800
01/03/2021,UMOE BIOENERGY S.A.,03445208000455,SUDESTE,São Paulo,SANDOVALINA,700,1300
01/03/2021,CUCAÚ AÇÚCAR E ETANOL S.A.,03794600000248,NORDESTE,Pernambuco,RIO FORMOSO,300,300
01/03/2021,CRV INDUSTRIAL LTDA,03937452000192,CENTRO OESTE,Goiás,CARMO DO RIO VERDE,150,440
01/03/2021,CRV INDUSTRIAL LTDA,03937452000435,SUDESTE,Minas Gerais,CAPINOPOLIS,400,650
01/03/2021,AGROPECUARIA NOVO MILENIO LTDA,04165520000105,CENTRO OESTE,Mato Grosso,LAMBARI D'OESTE,470,470
01/03/2021,AGROPECUARIA NOVO MILENIO LTDA,04165520000296,CENTRO OESTE,Mato Grosso,MIRASSOL D'OESTE,0,500
01/03/2021,CENTRAL ENERGÉTICA MORENO DE MONTE APRAZÍVEL AÇÚCAR E ALCÓOL LTDA.,04171382000177,SUDESTE,São Paulo,MONTE APRAZIVEL,820,900
01/03/2021,ONDA VERDE AGROCOMERCIAL S/A,04248044000277,SUDESTE,São Paulo,ONDA VERDE,120,350
01/03/2021,USINA SANTA MARIA LTDA,04588246000187,NORDESTE,Bahia,MEDEIROS NETO,360,500
01/03/2021,IBÉRIA INDUSTRIAL E COMERCIAL LTDA. - EM RECUPERAÇÃO JUDICIAL,04839268000253,SUDESTE,São Paulo,BORA,160,480
01/03/2021,USINA BELA VISTA S/A,04969941000199,SUDESTE,São Paulo,PONTAL,1000,820
01/03/2021,CENTRAL ACUCAREIRA USINA SANTA MARIA S/A.,05158542000100,NORDESTE,Alagoas,PORTO CALVO,180,240
01/03/2021,USINA VERTENTE LTDA.,05242560000176,SUDESTE,São Paulo,GUARACI,325,880
01/03/2021,COMVAP ACUCAR E ALCOOL LTDA,05343207000182,NORDESTE,Piauí,UNIAO,240,264
01/03/2021,AGROPAULO AGROINDUSTRIAL S.A,05373212000995,NORDESTE,Ceará,JAGUARUANA,0,240
01/03/2021,PAGRISA PARA PASTORIL E AGRICOLA S/A,05459177000174,NORTE,Pará,ULIANOPOLIS,260,340
01/03/2021,CHS AGRONEGOCIO - INDUSTRIA E COMERCIO LTDA,05492968001097,SUL,Rio Grande do Sul,SAO VICENTE DO SUL,0,1
01/03/2021,COOPERATIVA AGROINDUSTRIAL DO ESTADO DO RIO DE JANEIRO LTDA.,05500757000168,SUDESTE,Rio de Janeiro,CAMPOS DOS GOYTACAZES,0,250
01/03/2021,OUROESTE BIOENERGIA LTDA,05553456000100,SUDESTE,São Paulo,OUROESTE,500,500
01/03/2021,ATVOS BIOENERGIA ELDORADO S.A,05620523000235,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,750,1700
01/03/2021,ÁLCOOL QUÍMICA CANABRAVA S.A. EM RECUPERAÇÃO JUDICIAL,05627254000158,SUDESTE,Rio de Janeiro,CAMPOS DOS GOYTACAZES,0,600
01/03/2021,ENERGETICA SERRANOPOLIS LTDA,05643160000172,CENTRO OESTE,Goiás,SERRANOPOLIS,140,500
01/03/2021,AGROPECUARIA JAYORO LTDA,05827977000109,NORTE,Amazonas,PRESIDENTE FIGUEIREDO,0,100
01/03/2021,SAO FERNANDO ACUCAR E ALCOOL LTDA - FALIDO,05894060000208,CENTRO OESTE,Mato Grosso do Sul,DOURADOS,750,825
01/03/2021,COPLASA - AÇUCAR E ALCOOL LTDA.,05928246000141,SUDESTE,São Paulo,ANDRADINA,1100,1200
01/03/2021,VALE DO PARANA S/A - ALCOOL E ACUCAR,05938884000143,SUDESTE,São Paulo,SUZANAPOLIS,500,1070
01/03/2021,USINA BOA ESPERANCA ACUCAR E ALCOOL LTDA,05953630000102,NORTE,Rondônia,SANTA LUZIA D'OESTE,300,300
01/03/2021,SANTA JULIANA BIOENERGIA LTDA.,05980986000127,SUDESTE,Minas Gerais,SANTA JULIANA,700,1200
01/03/2021,SADA BIO-ENERGIA E AGRICULTURA LTDA,06044698000808,SUDESTE,Minas Gerais,JAIBA,0,600
01/03/2021,SANTA MARIA INDUSTRIA DE ALCOOL LTDA,06046699000107,SUDESTE,São Paulo,MANDURI,0,190
01/03/2021,ITAPAGIPE BIOENERGIA LTDA.,06059962000100,SUDESTE,Minas Gerais,ITAPAGIPE,0,450
01/03/2021,ITAJUBARA S/A ACUCAR E ALCOOL,06110605000111,NORDESTE,Maranhão,COELHO NETO,370,400
01/03/2021,ABENGOA BIOENERGIA AGROINDUSTRIA LTDA - EM RECUPERACAO JUDICIAL,06252818003446,SUDESTE,São Paulo,PIRASSUNUNGA,200,600
01/03/2021,ABENGOA BIOENERGIA AGROINDUSTRIA LTDA - EM RECUPERACAO JUDICIAL,06252818003799,SUDESTE,São Paulo,SAO JOAO DA BOA VISTA,0,780
01/03/2021,"D'PADUA - DESTILACAO, PRODUCAO, AGROINDUSTRIA E COMERCIO S/A",06312488000179,NORDESTE,Paraíba,RIO TINTO,330,345
01/03/2021,COFCO INTERNATIONAL BRASIL S.A.,06315338002324,SUDESTE,São Paulo,SEBASTIANOPOLIS DO SUL,600,1000
01/03/2021,COFCO INTERNATIONAL BRASIL S.A.,06315338002405,SUDESTE,São Paulo,MERIDIANO,330,1220
01/03/2021,COFCO INTERNATIONAL BRASIL S.A.,06315338015060,SUDESTE,São Paulo,POTIRENDABA,500,500
01/03/2021,COFCO INTERNATIONAL BRASIL S.A.,06315338015140,SUDESTE,São Paulo,CATANDUVA,750,1000
01/03/2021,USINA TERMO ELETRICA IOLANDO LEITE LTDA,06941800000193,NORDESTE,Sergipe,CAPELA,0,150
01/03/2021,MAITY BIOENERGIA LTDA.,07007398000218,NORDESTE,Maranhão,CAMPESTRE DO MARANHAO,220,300
01/03/2021,AÇUCAREIRA VIRGOLINO DE OLIVEIRA S.A. EM RECUPERAÇÃO JUDICIAL,07024792000183,SUDESTE,São Paulo,JOSE BONIFACIO,530,530
01/03/2021,AÇUCAREIRA VIRGOLINO DE OLIVEIRA S.A. EM RECUPERAÇÃO JUDICIAL,07024792000264,SUDESTE,São Paulo,MONCOES,0,330
01/03/2021,CENTRAL ENERGETICA MORRINHOS SA,07130855000186,CENTRO OESTE,Goiás,MORRINHOS,0,400
01/03/2021,IPIRANGA AGROINDUSTRIAL S.A.,07280328000158,SUDESTE,São Paulo,IACANGA,700,950
01/03/2021,IPIRANGA AGROINDUSTRIAL S.A.,07280328001715,SUDESTE,São Paulo,MOCOCA,350,700
01/03/2021,IPIRANGA AGROINDUSTRIAL S.A.,07280328001804,SUDESTE,São Paulo,DESCALVADO,0,450
01/03/2021,ATVOS BIOENERGIA CONQUISTA DO PONTAL S. A.,07298800000180,SUDESTE,São Paulo,MIRANTE DO PARANAPANEMA,0,1400
01/03/2021,USINA NOVA GALIA LTDA,07300906000170,CENTRO OESTE,Goiás,PARAUNA,600,1000
01/03/2021,GUARIROBA BIOENERGIA LTDA,07398533000112,SUDESTE,São Paulo,PONTES GESTAL,0,500
01/03/2021,AGRO INDUSTRIAL CAMPO LINDO LTDA - EM RECUPERACAO JUDICIAL,07454414000130,NORDESTE,Sergipe,NOSSA SENHORA DAS DORES,500,600
01/03/2021,FRUTAL BIOENERGIA LTDA.,07455944000100,SUDESTE,Minas Gerais,FRUTAL,440,500
01/03/2021,ATENA - TECNOLOGIAS EM ENERGIA NATURAL LTDA.,07458537000149,SUDESTE,São Paulo,MARTINOPOLIS,0,300
01/03/2021,DESTILARIA VALE DO PARACATU - AGROENERGIA S.A.,07459492000127,SUDESTE,Minas Gerais,PARACATU,700,700
01/03/2021,AGRO INDUSTRIAL CAPELA LTDA,07461344000147,NORDESTE,Sergipe,CAPELA,0,200
01/03/2021,ALCOOL VERDE S/A,07591836000157,NORTE,Acre,CAPIXABA,0,140
01/03/2021,"COPERSUL INDUSTRIA PRODUTORA DE ACUCAR, ETANOL E ENERGIA ELETRICA LTDA",07667367000102,NORDESTE,Pernambuco,CORTES,0,90
01/03/2021,USIMAT DESTILARIA DE ALCOOL LTDA,07670089000142,CENTRO OESTE,Mato Grosso,CAMPOS DE JULIO,200,470
01/03/2021,USINA UBERABA S/A,07674341000191,SUDESTE,Minas Gerais,UBERABA,1000,1100
01/03/2021,DESTILARIA NOVA ERA LTDA.,07736245000120,SUDESTE,São Paulo,IBATE,28,85
01/03/2021,CEREALE BRASIL AGROINDUSTRIAL LTDA,07825834000185,SUDESTE,São Paulo,DOIS CORREGOS,0,60
01/03/2021,CENTRAL ENERGETICA VICENTINA LTDA,07863768000138,CENTRO OESTE,Mato Grosso do Sul,VICENTINA,0,450
01/03/2021,IACO AGRICOLA S/A,07895728000682,CENTRO OESTE,Mato Grosso do Sul,PARAISO DAS AGUAS,650,2100
01/03/2021,ADECOAGRO VALE DO IVINHEMA S.A.,07903169000109,CENTRO OESTE,Mato Grosso do Sul,ANGELICA,1200,1500
01/03/2021,ADECOAGRO VALE DO IVINHEMA S.A.,07903169001768,CENTRO OESTE,Mato Grosso do Sul,IVINHEMA,0,1900
01/03/2021,USINA LAGUNA - ALCOOL E ACUCAR LTDA,07912062000119,CENTRO OESTE,Mato Grosso do Sul,BATAYPORA,0,480
01/03/2021,TONON BIOENERGIA S.A. - FALIDO,07914230000105,CENTRO OESTE,Mato Grosso do Sul,MARACAJU,600,600
01/03/2021,BAMBUI BIOENERGIA S.A.,07930999000206,SUDESTE,Minas Gerais,BAMBUI,0,1100
01/03/2021,USINA SERRA DO CAIAPO S.A.,07959708000113,CENTRO OESTE,Goiás,MONTIVIDIU,200,400
01/03/2021,PARAPUA AGROINDUSTRIAL S/A,07969961000239,SUDESTE,São Paulo,PARAPUA,150,400
01/03/2021,SANTA VITORIA ACUCAR E ALCOOL LTDA,07981751000185,SUDESTE,Minas Gerais,SANTA VITORIA,0,1200
01/03/2021,URUACU ACUCAR E ALCOOL LTDA,07987748000179,CENTRO OESTE,Goiás,URUACU,0,420
01/03/2021,CACU COMERCIO E INDUSTRIA DE ACUCAR E ALCOOL LTDA,07996345000196,CENTRO OESTE,Goiás,VICENTINOPOLIS,0,400
01/03/2021,BIOENERGIA DO BRASIL S/A - EM RECUPERACAO JUDICIAL,08046650000180,SUDESTE,São Paulo,LUCELIA,400,600
01/03/2021,FLORESTA S/A ACUCAR E ALCOOL,08048772000105,CENTRO OESTE,Goiás,SANTO ANTONIO DA BARRA,550,880
01/03/2021,USINA CERRADAO LTDA,08056257000177,SUDESTE,Minas Gerais,FRUTAL,400,600
01/03/2021,VALE DO PONTAL ACUCAR E ETANOL LTDA.,08057019000186,SUDESTE,Minas Gerais,LIMEIRA DO OESTE,600,750
01/03/2021,RAIZEN ENERGIA S.A,08070508000330,SUDESTE,São Paulo,BARRA BONITA,1710,2200
01/03/2021,RAIZEN ENERGIA S.A,08070508006532,SUDESTE,São Paulo,GUARIBA,1110,1620
01/03/2021,RAIZEN ENERGIA S.A,08070508006613,SUDESTE,São Paulo,ARACATUBA,250,500
01/03/2021,RAIZEN ENERGIA S.A,08070508006702,SUDESTE,São Paulo,VALPARAISO,320,720
01/03/2021,RAIZEN ENERGIA S.A,08070508006885,SUDESTE,São Paulo,ANDRADINA,1330,1440
01/03/2021,RAIZEN ENERGIA S.A,08070508006966,SUDESTE,São Paulo,IPAUSSU,400,400
01/03/2021,RAIZEN ENERGIA S.A,08070508007261,SUDESTE,São Paulo,DOIS CORREGOS,185,430
01/03/2021,RAIZEN ENERGIA S.A,08070508008314,SUDESTE,São Paulo,BENTO DE ABREU,285,350
01/03/2021,RAIZEN ENERGIA S.A,08070508009477,SUDESTE,São Paulo,RIO DAS PEDRAS,250,370
01/03/2021,RAIZEN ENERGIA S.A,08070508009558,SUDESTE,São Paulo,JAU,160,550
01/03/2021,RAIZEN ENERGIA S.A,08070508009710,SUDESTE,São Paulo,MIRANDOPOLIS,0,360
01/03/2021,RAIZEN ENERGIA S.A,08070508012001,SUDESTE,São Paulo,CAPIVARI,0,320
01/03/2021,RAIZEN ENERGIA S.A,08070508012184,SUDESTE,São Paulo,PIRACICABA,865,1416
01/03/2021,RAIZEN ENERGIA S.A,08070508012265,SUDESTE,São Paulo,RAFARD,370,400
01/03/2021,RAIZEN ENERGIA S.A,08070508012427,SUDESTE,São Paulo,IGARAPAVA,750,970
01/03/2021,RAIZEN ENERGIA S.A,08070508012508,SUDESTE,São Paulo,IBATE,80,350
01/03/2021,RAIZEN ENERGIA S.A,08070508015795,SUDESTE,São Paulo,BOCAINA,600,750
01/03/2021,RAIZEN ENERGIA S.A,08070508015876,SUDESTE,São Paulo,BROTAS,0,625
01/03/2021,ATVOS BIOENERGIA BRENCO S.A.,08070566001173,CENTRO OESTE,Goiás,PEROLANDIA,0,1700
01/03/2021,ATVOS BIOENERGIA BRENCO S.A.,08070566001254,CENTRO OESTE,Goiás,MINEIROS,1500,1700
01/03/2021,ATVOS BIOENERGIA BRENCO S.A.,08070566001688,CENTRO OESTE,Mato Grosso do Sul,COSTA RICA,750,1700
01/03/2021,ATVOS BIOENERGIA BRENCO S.A.,08070566001769,CENTRO OESTE,Mato Grosso,ALTO TAQUARI,1500,1700
