Mês/Ano,Região,Estado,Produto,Quantidade (m³)
11/2019,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"415,408"
11/2019,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),"2298,663"
11/2019,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,"305,255"
11/2019,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,"2,050"
11/2019,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"126,563"
11/2019,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,"44,132"
11/2019,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"3579,017"
11/2019,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"3116,458"
11/2019,SUL,Paraná,ÓLEO DE FRITURA USADO,"66,242"
11/2019,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"335,365"
11/2019,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"1402,662"
11/2019,CENTRO OESTE,Mato Grosso,ÓLEO DE MILHO,"150567,685"
11/2019,SUDESTE,Rio de Janeiro,ÓLEO DE MILHO,"0,639"
11/2019,SUDESTE,São Paulo,ÓLEO DE MILHO,"530,800"
11/2019,SUL,Paraná,ÓLEO DE MILHO,"157,699"
11/2019,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"3310,038"
11/2019,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"9508,329"
11/2019,NORTE,Tocantins,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"443,999"
11/2019,SUDESTE,São Paulo,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"659,267"
11/2019,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"60289,462"
11/2019,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"85336,166"
11/2019,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"20790,721"
11/2019,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"13787,682"
11/2019,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"12909,110"
11/2019,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),"2537,293"
11/2019,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),"5137,692"
11/2019,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),"4985,875"
11/2019,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),"40709,936"
11/2019,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),"116120,598"
11/2019,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),"11369,055"
11/2019,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,"3247,878"
11/2019,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,"21447,340"
11/2019,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,"6649,460"
11/2019,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,"210,009"
11/2019,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,"1069,978"
11/2019,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,"191,271"
11/2019,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,"446,907"
11/2019,SUL,Paraná,OUTROS MATERIAIS GRAXOS,"13083,636"
11/2019,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,"9494,912"
10/2019,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,"44,929"
10/2019,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,"571,162"
10/2019,CENTRO OESTE,Goiás,GORDURA BOVINA,"8275,325"
10/2019,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,"8774,982"
10/2019,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,"4364,460"
10/2019,NORDESTE,Bahia,GORDURA BOVINA,"12750,520"
10/2019,NORTE,Rondônia,GORDURA BOVINA,"1136,809"
10/2019,NORTE,Tocantins,GORDURA BOVINA,"499,935"
10/2019,SUDESTE,Minas Gerais,GORDURA BOVINA,"7288,073"
10/2019,SUDESTE,São Paulo,GORDURA BOVINA,"9842,374"
10/2019,SUL,Paraná,GORDURA BOVINA,"4722,620"
10/2019,SUL,Rio Grande do Sul,GORDURA BOVINA,"22522,665"
10/2019,CENTRO OESTE,Goiás,GORDURA DE FRANGO,"16,829"
10/2019,CENTRO OESTE,Mato Grosso,GORDURA DE FRANGO,"118,578"
10/2019,CENTRO OESTE,Mato Grosso do Sul,GORDURA DE FRANGO,"115,422"
10/2019,SUDESTE,Minas Gerais,GORDURA DE FRANGO,"219,781"
10/2019,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,"677,131"
10/2019,SUDESTE,São Paulo,GORDURA DE FRANGO,"451,569"
10/2019,SUL,Paraná,GORDURA DE FRANGO,"1191,492"
10/2019,SUL,Rio Grande do Sul,GORDURA DE FRANGO,"503,416"
10/2019,CENTRO OESTE,Goiás,GORDURA DE PORCO,"627,834"
10/2019,SUDESTE,Minas Gerais,GORDURA DE PORCO,"39,725"
10/2019,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,"5586,338"
10/2019,SUDESTE,São Paulo,GORDURA DE PORCO,"1056,608"
10/2019,SUL,Paraná,GORDURA DE PORCO,"636,410"
10/2019,SUL,Rio Grande do Sul,GORDURA DE PORCO,"2810,074"
10/2019,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"3814,946"
10/2019,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"3375,693"
10/2019,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"39,240"
10/2019,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"3868,395"
10/2019,NORTE,Tocantins,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"434,654"
10/2019,SUDESTE,São Paulo,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"1027,958"
10/2019,SUL,Paraná,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),"297,074"
10/2019,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),"268,028"
10/2019,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,"34,407"
10/2019,CENTRO OESTE,Mato Grosso,ÓLEO DE FRITURA USADO,"206,080"
10/2019,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,"110,155"
10/2019,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,"3784,888"
10/2019,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,"3416,555"
10/2019,SUL,Paraná,ÓLEO DE FRITURA USADO,"527,520"
10/2019,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,"353,300"
10/2019,CENTRO OESTE,Goiás,ÓLEO DE MILHO,"1718,442"
10/2019,SUDESTE,Rio de Janeiro,ÓLEO DE MILHO,"79,924"
10/2019,SUDESTE,São Paulo,ÓLEO DE MILHO,"645,228"
10/2019,SUL,Paraná,ÓLEO DE MILHO,"204,931"
10/2019,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"2175,431"
10/2019,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"6136,021"
10/2019,NORTE,Tocantins,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"509,848"
10/2019,SUDESTE,São Paulo,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,"660,366"
10/2019,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),"63322,384"
10/2019,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),"91738,163"
10/2019,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),"28215,814"
10/2019,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),"11594,671"
10/2019,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),"13598,380"
10/2019,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),"1230,472"
10/2019,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),"4533,236"
